RPM,TinjA,TinjB,Tinj,Prail,Vinj_cum
2500.0000000000,1185.0000000000,1865.0000000000,3050.0000000000,2746.2168768640,0.0034335414
2500.0000000000,1147.5000000000,2117.5000000000,3265.0000000000,2517.9641435636,0.0034354993
2500.0000000000,1200.0000000000,1322.5000000000,2522.5000000000,2396.2737958959,0.0034369729
2500.0000000000,785.0000000000,1282.5000000000,2067.5000000000,2535.7499401671,0.0034382174
2500.0000000000,1077.5000000000,1457.5000000000,2535.0000000000,2534.3834782524,0.0034397427
2500.0000000000,952.5000000000,2220.0000000000,3172.5000000000,2507.5050937693,0.0034416410
2500.0000000000,872.5000000000,2012.5000000000,2885.0000000000,2404.1001171328,0.0034433293
2500.0000000000,1000.0000000000,2080.0000000000,3080.0000000000,2301.4107130773,0.0034450905
2500.0000000000,1225.0000000000,1362.5000000000,2587.5000000000,2357.9213316287,0.0034465893
2500.0000000000,1027.5000000000,1925.0000000000,2952.5000000000,2312.7945534604,0.0034482820
2500.0000000000,760.0000000000,2097.5000000000,2857.5000000000,2547.1199494249,0.0034500060
2500.0000000000,1222.5000000000,1357.5000000000,2580.0000000000,2579.5848454155,0.0034515730
2500.0000000000,1012.5000000000,1315.0000000000,2327.5000000000,2589.1825307518,0.0034529893
2500.0000000000,930.0000000000,2152.5000000000,3082.5000000000,2307.8035301287,0.0034547546
2500.0000000000,1197.5000000000,1557.5000000000,2755.0000000000,2332.4619339432,0.0034563412
2500.0000000000,772.5000000000,1327.5000000000,2100.0000000000,2469.2127375315,0.0034575876
2500.0000000000,842.5000000000,1290.0000000000,2132.5000000000,2300.2225178912,0.0034588067
2500.0000000000,985.0000000000,1722.5000000000,2707.5000000000,2518.2642940246,0.0034604304
2500.0000000000,885.0000000000,1402.5000000000,2287.5000000000,2330.7527136762,0.0034617472
2500.0000000000,877.5000000000,1652.5000000000,2530.0000000000,2517.7101604946,0.0034632643
2500.0000000000,1015.0000000000,2237.5000000000,3252.5000000000,2269.8419037349,0.0034651106
2500.0000000000,835.0000000000,2035.0000000000,2870.0000000000,2686.3442035047,0.0034668913
2500.0000000000,1027.5000000000,1567.5000000000,2595.0000000000,2366.1808287418,0.0034683972
2500.0000000000,1080.0000000000,1442.5000000000,2522.5000000000,2688.4071097436,0.0034699629
2500.0000000000,1245.0000000000,1882.5000000000,3127.5000000000,2531.7799586156,0.0034718438
2500.0000000000,1057.5000000000,2112.5000000000,3170.0000000000,2392.2316816095,0.0034736940
2500.0000000000,765.0000000000,1322.5000000000,2087.5000000000,2659.6771677648,0.0034749824
2500.0000000000,1217.5000000000,1670.0000000000,2887.5000000000,2385.4474919386,0.0034766652
2500.0000000000,870.0000000000,1265.0000000000,2135.0000000000,2281.9668114196,0.0034778806
2500.0000000000,1002.5000000000,2072.5000000000,3075.0000000000,2280.3535977454,0.0034796304
2500.0000000000,1180.0000000000,1457.5000000000,2637.5000000000,2660.4698822805,0.0034812585
2500.0000000000,1032.5000000000,1635.0000000000,2667.5000000000,2548.2201448353,0.0034828682
2500.0000000000,837.5000000000,1882.5000000000,2720.0000000000,2520.2365240554,0.0034845001
2500.0000000000,1030.0000000000,2045.0000000000,3075.0000000000,2412.8829584516,0.0034863031
2500.0000000000,1197.5000000000,2095.0000000000,3292.5000000000,2337.5290823038,0.0034882014
2500.0000000000,1162.5000000000,1535.0000000000,2697.5000000000,2532.4922456345,0.0034898239
2500.0000000000,1162.5000000000,1460.0000000000,2622.5000000000,2350.4929166742,0.0034913404
2500.0000000000,1235.0000000000,1977.5000000000,3212.5000000000,2279.7735362723,0.0034931682
2500.0000000000,762.5000000000,1390.0000000000,2152.5000000000,2686.8931313475,0.0034945039
2500.0000000000,1097.5000000000,1675.0000000000,2772.5000000000,2479.5831166400,0.0034961530
2500.0000000000,790.0000000000,1550.0000000000,2340.0000000000,2561.4682198947,0.0034975690
2500.0000000000,1022.5000000000,1977.5000000000,3000.0000000000,2746.3069387452,0.0034994520
2500.0000000000,1200.0000000000,1587.5000000000,2787.5000000000,2343.4644935080,0.0035010614
2500.0000000000,1172.5000000000,1982.5000000000,3155.0000000000,2447.5657316802,0.0035029252
2500.0000000000,1130.0000000000,1335.0000000000,2465.0000000000,2428.6851969049,0.0035043755
2500.0000000000,962.5000000000,2172.5000000000,3135.0000000000,2634.2815223095,0.0035063007
2500.0000000000,1142.5000000000,2132.5000000000,3275.0000000000,2666.3266786624,0.0035083247
2500.0000000000,1025.0000000000,1865.0000000000,2890.0000000000,2583.8251261059,0.0035100814
2500.0000000000,1065.0000000000,1662.5000000000,2727.5000000000,2474.2695201716,0.0035117020
2500.0000000000,927.5000000000,2175.0000000000,3102.5000000000,2519.8288087155,0.0035135632
2500.0000000000,792.5000000000,2145.0000000000,2937.5000000000,2594.0450388705,0.0035153526
2500.0000000000,957.5000000000,2235.0000000000,3192.5000000000,2284.5528253576,0.0035171710
2500.0000000000,857.5000000000,1687.5000000000,2545.0000000000,2437.7267929258,0.0035186713
2500.0000000000,887.5000000000,1617.5000000000,2505.0000000000,2634.6976910563,0.0035202098
2500.0000000000,1082.5000000000,1350.0000000000,2432.5000000000,2683.9516668983,0.0035217183
2500.0000000000,1035.0000000000,1972.5000000000,3007.5000000000,2315.1376267329,0.0035234435
2500.0000000000,1092.5000000000,1690.0000000000,2782.5000000000,2601.4818810592,0.0035251410
2500.0000000000,1087.5000000000,2140.0000000000,3227.5000000000,2499.7448444344,0.0035270690
2500.0000000000,1187.5000000000,1567.5000000000,2755.0000000000,2520.7288502114,0.0035287220
2500.0000000000,807.5000000000,1605.0000000000,2412.5000000000,2709.9993049174,0.0035302258
2500.0000000000,802.5000000000,2225.0000000000,3027.5000000000,2741.6080763858,0.0035321244
2500.0000000000,907.5000000000,1252.5000000000,2160.0000000000,2258.8925874865,0.0035333474
2500.0000000000,1097.5000000000,2072.5000000000,3170.0000000000,2311.5680760530,0.0035351643
2500.0000000000,1117.5000000000,1300.0000000000,2417.5000000000,2404.3076691316,0.0035365791
2500.0000000000,912.5000000000,1665.0000000000,2577.5000000000,2641.0671302309,0.0035381641
2500.0000000000,815.0000000000,1337.5000000000,2152.5000000000,2654.8889511591,0.0035394913
2500.0000000000,1192.5000000000,1755.0000000000,2947.5000000000,2689.2458033347,0.0035413212
2500.0000000000,835.0000000000,1982.5000000000,2817.5000000000,2303.4525258220,0.0035429330
2500.0000000000,1130.0000000000,1707.5000000000,2837.5000000000,2558.0804222129,0.0035446488
2500.0000000000,925.0000000000,1972.5000000000,2897.5000000000,2650.4356570284,0.0035464339
2500.0000000000,1197.5000000000,1325.0000000000,2522.5000000000,2559.5088750871,0.0035479597
2500.0000000000,950.0000000000,1830.0000000000,2780.0000000000,2515.2857931114,0.0035496258
2500.0000000000,955.0000000000,1895.0000000000,2850.0000000000,2378.9287753069,0.0035512843
2500.0000000000,1217.5000000000,2062.5000000000,3280.0000000000,2309.1128896447,0.0035531633
2500.0000000000,1222.5000000000,2010.0000000000,3232.5000000000,2412.6571586874,0.0035550585
2500.0000000000,1152.5000000000,1320.0000000000,2472.5000000000,2530.5474307633,0.0035565450
2500.0000000000,922.5000000000,1375.0000000000,2297.5000000000,2328.8280080827,0.0035578671
2500.0000000000,945.0000000000,1425.0000000000,2370.0000000000,2353.5154734268,0.0035592385
2500.0000000000,1010.0000000000,1342.5000000000,2352.5000000000,2522.5247047785,0.0035606505
2500.0000000000,1195.0000000000,1305.0000000000,2500.0000000000,2463.4997148231,0.0035621325
2500.0000000000,1102.5000000000,1842.5000000000,2945.0000000000,2318.2999402921,0.0035638231
2500.0000000000,817.5000000000,1895.0000000000,2712.5000000000,2324.4616515159,0.0035653824
2500.0000000000,1137.5000000000,1257.5000000000,2395.0000000000,2477.9458871964,0.0035668065
2500.0000000000,1020.0000000000,1332.5000000000,2352.5000000000,2699.8505444691,0.0035682700
2500.0000000000,1005.0000000000,1730.0000000000,2735.0000000000,2593.4870536836,0.0035699358
2500.0000000000,1200.0000000000,1840.0000000000,3040.0000000000,2674.6645437447,0.0035718176
2500.0000000000,1142.5000000000,1795.0000000000,2937.5000000000,2659.5814172997,0.0035736306
2500.0000000000,1130.0000000000,1525.0000000000,2655.0000000000,2385.1926905802,0.0035751778
2500.0000000000,935.0000000000,1885.0000000000,2820.0000000000,2594.4246433345,0.0035768958
2500.0000000000,767.5000000000,2035.0000000000,2802.5000000000,2594.7192679376,0.0035786031
2500.0000000000,1087.5000000000,1785.0000000000,2872.5000000000,2440.2683875205,0.0035802974
2500.0000000000,1030.0000000000,1730.0000000000,2760.0000000000,2517.1828013357,0.0035819522
2500.0000000000,1245.0000000000,1802.5000000000,3047.5000000000,2688.5504093180,0.0035838438
2500.0000000000,1107.5000000000,1672.5000000000,2780.0000000000,2490.4918812222,0.0035855013
2500.0000000000,852.5000000000,1710.0000000000,2562.5000000000,2421.7502157518,0.0035870067
2500.0000000000,1222.5000000000,1395.0000000000,2617.5000000000,2567.6664561806,0.0035885925
2500.0000000000,1000.0000000000,2107.5000000000,3107.5000000000,2289.3009047449,0.0035903645
2500.0000000000,1065.0000000000,1372.5000000000,2437.5000000000,2300.9778231446,0.0035917582
2500.0000000000,967.5000000000,1965.0000000000,2932.5000000000,2558.4750755978,0.0035935316
2500.0000000000,1117.5000000000,1445.0000000000,2562.5000000000,2460.7884209178,0.0035950498
2500.0000000000,960.0000000000,1455.0000000000,2415.0000000000,2299.7131407679,0.0035964302
2500.0000000000,832.5000000000,1265.0000000000,2097.5000000000,2373.6040099335,0.0035976494
2500.0000000000,1122.5000000000,1752.5000000000,2875.0000000000,2691.6063983850,0.0035994350
2500.0000000000,847.5000000000,1905.0000000000,2752.5000000000,2433.0250535061,0.0036010559
2500.0000000000,1112.5000000000,1490.0000000000,2602.5000000000,2637.3218948767,0.0036026551
2500.0000000000,1055.0000000000,2212.5000000000,3267.5000000000,2380.5569707004,0.0036045573
2500.0000000000,1182.5000000000,2140.0000000000,3322.5000000000,2607.8217347001,0.0036065868
2500.0000000000,765.0000000000,1860.0000000000,2625.0000000000,2646.3610864350,0.0036082027
2500.0000000000,1072.5000000000,1637.5000000000,2710.0000000000,2614.8155383540,0.0036098604
2500.0000000000,1085.0000000000,1435.0000000000,2520.0000000000,2687.3590224858,0.0036114243
2500.0000000000,882.5000000000,1627.5000000000,2510.0000000000,2561.2981249416,0.0036129430
2500.0000000000,1022.5000000000,1945.0000000000,2967.5000000000,2673.4327126967,0.0036147796
2500.0000000000,1097.5000000000,1325.0000000000,2422.5000000000,2258.4575325642,0.0036161511
2500.0000000000,1090.0000000000,2075.0000000000,3165.0000000000,2599.8695072217,0.0036180813
2500.0000000000,937.5000000000,1942.5000000000,2880.0000000000,2700.6973364687,0.0036198732
2500.0000000000,1007.5000000000,1562.5000000000,2570.0000000000,2477.8072848073,0.0036214013
2500.0000000000,940.0000000000,1420.0000000000,2360.0000000000,2490.9684798295,0.0036228085
2500.0000000000,765.0000000000,1412.5000000000,2177.5000000000,2267.4173775429,0.0036240439
2500.0000000000,997.5000000000,1762.5000000000,2760.0000000000,2662.7128743860,0.0036257484
2500.0000000000,1180.0000000000,1577.5000000000,2757.5000000000,2654.2961845487,0.0036274485
2500.0000000000,1175.0000000000,1777.5000000000,2952.5000000000,2637.4845021926,0.0036292628
2500.0000000000,797.5000000000,1552.5000000000,2350.0000000000,2556.1177323580,0.0036306832
2500.0000000000,1002.5000000000,2157.5000000000,3160.0000000000,2353.3403282839,0.0036325117
2500.0000000000,1177.5000000000,1682.5000000000,2860.0000000000,2612.3586514233,0.0036342603
2500.0000000000,1062.5000000000,1840.0000000000,2902.5000000000,2676.6136024764,0.0036360577
2500.0000000000,1197.5000000000,1890.0000000000,3087.5000000000,2703.2097283597,0.0036379796
2500.0000000000,957.5000000000,2105.0000000000,3062.5000000000,2640.8776286043,0.0036398628
2500.0000000000,925.0000000000,1895.0000000000,2820.0000000000,2403.0113186582,0.0036415126
2500.0000000000,980.0000000000,2230.0000000000,3210.0000000000,2558.9016026630,0.0036434540
2500.0000000000,880.0000000000,2160.0000000000,3040.0000000000,2619.0338799260,0.0036453152
2500.0000000000,885.0000000000,1497.5000000000,2382.5000000000,2600.5061818236,0.0036467683
2500.0000000000,892.5000000000,2175.0000000000,3067.5000000000,2609.2897989831,0.0036486427
2500.0000000000,1117.5000000000,2162.5000000000,3280.0000000000,2683.3697415056,0.0036506765
2500.0000000000,792.5000000000,2035.0000000000,2827.5000000000,2669.8584472456,0.0036524252
2500.0000000000,1197.5000000000,1355.0000000000,2552.5000000000,2300.7895584189,0.0036538846
2500.0000000000,1097.5000000000,1647.5000000000,2745.0000000000,2669.9387840561,0.0036555822
2500.0000000000,887.5000000000,1485.0000000000,2372.5000000000,2575.2464743945,0.0036570219
2500.0000000000,1115.0000000000,1725.0000000000,2840.0000000000,2275.6278736805,0.0036586362
2500.0000000000,772.5000000000,1965.0000000000,2737.5000000000,2495.3431165509,0.0036602700
2500.0000000000,885.0000000000,2060.0000000000,2945.0000000000,2525.2197222671,0.0036620387
2500.0000000000,1015.0000000000,2085.0000000000,3100.0000000000,2324.5996351808,0.0036638208
2500.0000000000,815.0000000000,1530.0000000000,2345.0000000000,2606.3179562383,0.0036652528
2500.0000000000,1012.5000000000,1455.0000000000,2467.5000000000,2276.5981824047,0.0036666557
2500.0000000000,1050.0000000000,1420.0000000000,2470.0000000000,2688.0421293137,0.0036681887
2500.0000000000,1167.5000000000,1882.5000000000,3050.0000000000,2426.4685281716,0.0036699823
2500.0000000000,877.5000000000,2222.5000000000,3100.0000000000,2474.4552063945,0.0036718243
2500.0000000000,862.5000000000,2017.5000000000,2880.0000000000,2651.1405770431,0.0036735988
2500.0000000000,972.5000000000,2087.5000000000,3060.0000000000,2647.3298181565,0.0036754829
2500.0000000000,970.0000000000,1982.5000000000,2952.5000000000,2427.4819519504,0.0036772195
2500.0000000000,1087.5000000000,1677.5000000000,2765.0000000000,2473.7103795488,0.0036788622
2500.0000000000,795.0000000000,1762.5000000000,2557.5000000000,2390.6032306342,0.0036803543
2500.0000000000,895.0000000000,2040.0000000000,2935.0000000000,2732.8957885123,0.0036821919
2500.0000000000,912.5000000000,2230.0000000000,3142.5000000000,2401.7770967151,0.0036840299
2500.0000000000,757.5000000000,1715.0000000000,2472.5000000000,2455.9903224191,0.0036854932
2500.0000000000,947.5000000000,1790.0000000000,2737.5000000000,2632.6396465888,0.0036871737
2500.0000000000,1155.0000000000,2000.0000000000,3155.0000000000,2251.6562842816,0.0036889571
2500.0000000000,1242.5000000000,2155.0000000000,3397.5000000000,2423.0310234363,0.0036909535
2500.0000000000,985.0000000000,1657.5000000000,2642.5000000000,2596.2735876979,0.0036925639
2500.0000000000,952.5000000000,1730.0000000000,2682.5000000000,2748.0352865390,0.0036942482
2500.0000000000,1002.5000000000,2007.5000000000,3010.0000000000,2493.0799495416,0.0036960438
2500.0000000000,1117.5000000000,1570.0000000000,2687.5000000000,2275.1472770163,0.0036975713
2500.0000000000,977.5000000000,2165.0000000000,3142.5000000000,2293.9934538521,0.0036993652
2500.0000000000,875.0000000000,1415.0000000000,2290.0000000000,2281.6205765988,0.0037006687
2500.0000000000,845.0000000000,1375.0000000000,2220.0000000000,2312.7188713420,0.0037019414
2500.0000000000,965.0000000000,1960.0000000000,2925.0000000000,2559.3600508574,0.0037037106
2500.0000000000,1090.0000000000,1882.5000000000,2972.5000000000,2729.4912208054,0.0037055704
2500.0000000000,1247.5000000000,1647.5000000000,2895.0000000000,2538.2075899730,0.0037073138
2500.0000000000,750.0000000000,2227.5000000000,2977.5000000000,2267.9138041722,0.0037090032
2500.0000000000,937.5000000000,2007.5000000000,2945.0000000000,2263.0338008552,0.0037106723
2500.0000000000,772.5000000000,1430.0000000000,2202.5000000000,2354.4253032623,0.0037119470
2500.0000000000,937.5000000000,1815.0000000000,2752.5000000000,2597.0221160711,0.0037136247
2500.0000000000,842.5000000000,1390.0000000000,2232.5000000000,2300.8990379054,0.0037149012
2500.0000000000,810.0000000000,1897.5000000000,2707.5000000000,2610.7020528567,0.0037165560
2500.0000000000,785.0000000000,2080.0000000000,2865.0000000000,2585.2353846816,0.0037182981
2500.0000000000,1160.0000000000,2205.0000000000,3365.0000000000,2435.6242047537,0.0037202808
2500.0000000000,875.0000000000,2172.5000000000,3047.5000000000,2487.1394661573,0.0037220965
2500.0000000000,922.5000000000,1565.0000000000,2487.5000000000,2335.9703050630,0.0037235302
2500.0000000000,882.5000000000,2032.5000000000,2915.0000000000,2537.6565650293,0.0037252854
2499.0654205607,767.2130841121,1706.8616822430,2474.0747663551,2677.9617686900,0.0037268179
2498.1308411215,1051.7130841121,1301.5261682243,2353.2392523364,2436.7345097041,0.0037282049
2497.1962616822,1018.8560747664,1780.5009345794,2799.3570093458,2421.4708119149,0.0037298493
2496.2616822430,1183.2280373832,1839.7448598131,3022.9728971963,2361.6984531207,0.0037316018
2495.3271028037,1242.6728971963,1724.2710280374,2966.9439252336,2523.6821853424,0.0037333831
2494.3925233645,1129.9598130841,1471.6915887850,2601.6514018692,2569.8980766664,0.0037349601
2493.4579439252,1226.7813084112,1593.3196261682,2820.1009345794,2460.6193286299,0.0037366307
2492.5233644860,1086.7401869159,2106.1822429907,3192.9224299065,2621.8456710116,0.0037385866
2491.5887850467,819.7327102804,1440.1383177570,2259.8710280374,2600.0963696783,0.0037399649
2490.6542056075,981.3177570093,1833.1214953271,2814.4392523364,2312.2415631315,0.0037415783
2489.7196261682,766.8336448598,2178.5046728972,2945.3383177570,2582.4230856125,0.0037433682
2488.7850467290,978.0925233645,1463.4056074766,2441.4981308411,2378.7575638957,0.0037447890
2487.8504672897,1082.2149532710,2189.3084112150,3271.5233644860,2631.4287438219,0.0037467968
2486.9158878505,1131.5467289720,1559.2962616822,2690.8429906542,2417.1894951759,0.0037483760
2485.9813084112,1001.8504672897,1635.7757009346,2637.6261682243,2281.9446217285,0.0037498775
2485.0467289720,1090.9355140187,1555.6392523364,2646.5747663551,2455.0817096433,0.0037514436
2484.1121495327,789.9476635514,2022.0672897196,2812.0149532710,2342.9580730135,0.0037530669
2483.1775700935,1164.6102803738,1708.4261682243,2873.0364485981,2482.5394661604,0.0037547769
2482.2429906542,1112.0448598131,1256.0149532710,2368.0598130841,2683.7257501117,0.0037562454
2481.3084112150,952.8224299065,1955.2710280374,2908.0934579439,2615.6000895116,0.0037580246
2480.3738317757,833.4056074766,1890.0448598131,2723.4504672897,2282.1002217068,0.0037595750
2479.4392523364,986.8168224299,1904.2093457944,2891.0261682243,2648.7575674609,0.0037613555
2478.5046728972,1107.8915887850,1809.3084112150,2917.2000000000,2248.9448151681,0.0037630034
2477.5700934579,899.3579439252,1414.6925233645,2314.0504672897,2718.0728189179,0.0037644480
2476.6355140187,827.1962616822,1694.0186915888,2521.2149532710,2277.2903433567,0.0037658817
2475.7009345794,1106.6383177570,1487.8962616822,2594.5345794393,2435.4248074254,0.0037674104
2474.7663551402,1046.8261682243,1952.5906542056,2999.4168224299,2347.8116407395,0.0037691438
2473.8317757009,811.4168224299,1865.2691588785,2676.6859813084,2267.6059695305,0.0037706624
2472.8971962617,1053.4542056075,2210.7700934579,3264.2242990654,2302.2010310957,0.0037725293
2471.9626168224,763.8364485981,2158.0233644860,2921.8598130841,2631.0449151789,0.0037743225
2471.0280373832,795.6710280374,1341.7682242991,2137.4392523364,2395.8396009809,0.0037755710
2470.0934579439,988.0373831776,1264.6878504673,2252.7252336449,2347.2340794752,0.0037768727
2469.1588785047,923.4654205607,1518.5327102804,2441.9981308411,2620.6385000067,0.0037783683
2468.2242990654,789.8317757009,1641.3691588785,2431.2009345794,2536.3025620261,0.0037798318
2467.2897196262,1112.7476635514,2109.5327102804,3222.2803738318,2681.8351049847,0.0037818292
2466.3551401869,1085.1962616822,2214.7869158879,3299.9831775701,2224.1668227551,0.0037836824
2465.4205607477,1015.7532710280,1678.9514018692,2694.7046728972,2614.4681452906,0.0037853307
2464.4859813084,943.8981308411,1850.8289719626,2794.7271028037,2632.6700759460,0.0037870463
2463.5514018692,1118.4523364486,1616.0897196262,2734.5420560748,2597.0553072513,0.0037887131
2462.6168224299,1056.4626168224,1967.6308411215,3024.0934579439,2577.5333635136,0.0037905490
2461.6822429907,1213.6093457944,1462.2392523364,2675.8485981308,2632.7129652071,0.0037921917
2460.7476635514,1053.2000000000,1749.5915887850,2802.7915887850,2461.1301480865,0.0037938523
2459.8130841121,1035.5813084112,1940.7925233645,2976.3738317757,2238.1735911092,0.0037955294
2458.8785046729,759.7934579439,1947.4317757009,2707.2252336449,2317.1000118071,0.0037970830
2457.9439252336,759.5046728972,1666.4859813084,2425.9906542056,2592.2643665505,0.0037985603
2457.0093457944,970.5186915888,1687.9654205607,2658.4841121495,2538.3179393614,0.0038001612
2456.0747663551,766.2953271028,1955.0355140187,2721.3308411215,2578.5838530630,0.0038018137
2455.1401869159,824.9271028037,1374.8785046729,2199.8056074766,2385.0469394284,0.0038030956
2454.2056074766,910.5102803738,1416.0766355140,2326.5869158879,2298.5440987655,0.0038044252
2453.2710280374,797.3130841121,1248.7149532710,2046.0280373832,2574.7402544640,0.0038056666
2452.3364485981,770.0336448598,1591.5663551402,2361.6000000000,2696.3075041763,0.0038071347
2451.4018691589,897.2130841121,1814.0373831776,2711.2504672897,2377.8714671603,0.0038087121
2450.4672897196,1183.5757009346,2004.4822429907,3188.0579439252,2506.9487153071,0.0038106195
2449.5327102804,1119.4364485981,2064.9560747664,3184.3925233645,2688.4118447593,0.0038125960
2448.5981308411,822.7289719626,1344.2803738318,2167.0093457944,2288.7550137333,0.0038138316
2447.6635514019,736.7467289720,1368.2439252336,2104.9906542056,2310.0440288107,0.0038150377
2446.7289719626,824.5476635514,1384.8485981308,2209.3962616822,2675.7522672318,0.0038164056
2445.7943925234,1063.9205607477,2186.5401869159,3250.4607476636,2240.3760595370,0.0038182380
2444.8598130841,997.5028037383,1958.3327102804,2955.8355140187,2484.0499442688,0.0038199979
2443.9252336449,899.3644859813,1727.8551401869,2627.2196261682,2595.1161660103,0.0038215986
2442.9906542056,1177.5214953271,1719.8654205607,2897.3869158879,2443.7979258086,0.0038233089
2442.0560747664,1123.3457943925,1492.0962616822,2615.4420560748,2350.9215014348,0.0038248214
2441.1214953271,1074.0934579439,1296.2355140187,2370.3289719626,2521.5499277149,0.0038262439
2440.1869158879,958.9934579439,1727.6523364486,2686.6457943925,2454.9922481803,0.0038278336
2439.2523364486,936.6728971963,1795.2897196262,2731.9626168224,2228.9846477164,0.0038293695
2438.3177570093,811.9598130841,2177.4177570093,2989.3775700935,2476.2032021998,0.0038311464
2437.3831775701,979.8280373832,1240.6280373832,2220.4560747664,2564.8093119816,0.0038324910
2436.4485981308,872.2485981308,1469.1785046729,2341.4271028037,2233.1930239352,0.0038338087
2435.5140186916,828.0747663551,1892.3943925234,2720.4691588785,2368.8582603124,0.0038353883
2434.5794392523,1190.5093457944,1767.5046728972,2958.0140186916,2235.6701591106,0.0038370539
2433.6448598131,849.3420560748,1533.1962616822,2382.5383177570,2428.9826973989,0.0038384558
2432.7102803738,822.2560747664,1924.2738317757,2746.5299065421,2640.5162378572,0.0038401445
2431.7757009346,943.5289719626,2045.1233644860,2988.6523364486,2287.9684616047,0.0038418482
2430.8411214953,1020.9532710280,1502.2598130841,2523.2130841121,2479.2693672685,0.0038433490
2429.9065420561,748.4112149533,1841.8691588785,2590.2803738318,2632.2923573485,0.0038449391
2428.9719626168,1199.9121495327,1365.0822429907,2564.9943925234,2507.9877380493,0.0038464740
2428.0373831776,1010.0635514019,2005.5588785047,3015.6224299065,2361.2901328476,0.0038482220
2427.1028037383,740.2663551402,1910.1299065421,2650.3962616822,2306.1429934912,0.0038497393
2426.1682242991,982.5981308411,1404.7514018692,2387.3495327103,2200.9205007694,0.0038510724
2425.2336448598,875.5093457944,1600.6542056075,2476.1635514019,2205.8446891277,0.0038524569
2424.2990654206,751.5327102804,1648.5233644860,2400.0560747664,2220.3614219167,0.0038538034
2423.3644859813,879.6813084112,1948.3850467290,2828.0663551402,2404.3712669423,0.0038554585
2422.4299065421,760.6429906542,1795.0205607477,2555.6635514019,2311.5326830066,0.0038569233
2421.4953271028,740.9775700935,1397.2028037383,2138.1803738318,2300.2210481821,0.0038581457
2420.5607476636,1125.5607476636,1750.0654205607,2875.6261682243,2471.0193925622,0.0038598530
2419.6261682243,895.2616822430,1957.4775700935,2852.7392523364,2260.5771031155,0.0038614689
2418.6915887850,1144.0411214953,1615.6859813084,2759.7271028037,2439.8384681955,0.0038630965
2417.7570093458,875.2280373832,1404.7168224299,2279.9448598131,2332.0918397868,0.0038644094
2416.8224299065,867.6392523364,1421.0915887850,2288.7308411215,2645.5392988245,0.0038658181
2415.8878504673,756.1728971963,1536.5046728972,2292.6775700935,2555.7406249689,0.0038672038
2414.9532710280,1031.1850467290,1292.0000000000,2323.1850467290,2548.0191876184,0.0038686057
2414.0186915888,1112.8626168224,1861.2084112150,2974.0710280374,2302.3500942232,0.0038703067
2413.0841121495,1027.9738317757,1211.3682242991,2239.3420560748,2468.7516214201,0.0038716356
2412.1495327103,805.6579439252,1454.5261682243,2260.1841121495,2348.6708761015,0.0038729421
2411.2149532710,1041.6448598131,2027.8317757009,3069.4766355140,2331.5229319914,0.0038747094
2410.2803738318,1168.9859813084,1988.4813084112,3157.4672897196,2452.4058196159,0.0038765767
2409.3457943925,780.6280373832,1664.8579439252,2445.4859813084,2539.6717945987,0.0038780498
2408.4112149533,770.6915887850,1437.8214953271,2208.5130841121,2360.1982865752,0.0038793297
2407.4766355140,1201.3308411215,1220.5906542056,2421.9214953271,2264.0148962689,0.0038807026
2406.5420560748,1061.2850467290,1258.6214953271,2319.9065420561,2457.9625908110,0.0038820762
2405.6074766355,878.0467289720,2030.3327102804,2908.3794392523,2321.3228519798,0.0038837469
2404.6728971963,1058.0560747664,2015.1158878505,3073.1719626168,2275.7130814717,0.0038854938
2403.7383177570,987.9364485981,1670.5981308411,2658.5345794393,2514.7382993264,0.0038870869
2402.8037383178,761.6887850467,1335.9588785047,2097.6476635514,2206.0347631305,0.0038882598
2401.8691588785,1116.8691588785,1899.8785046729,3016.7476635514,2334.0238617680,0.0038899978
2400.9345794393,823.5205607477,2052.7990654206,2876.3196261682,2269.7702906283,0.0038916305
2400.0000000000,1012.8000000000,1540.8000000000,2553.6000000000,2347.1847743443,0.0038931060
2399.0654205607,962.0252336449,1888.0644859813,2850.0897196262,2337.1831544268,0.0038947492
2398.1308411215,1160.6953271028,1436.4803738318,2597.1757009346,2440.7995254113,0.0038962813
2397.1962616822,963.6728971963,1632.4906542056,2596.1635514019,2199.2209037271,0.0038977305
2396.2616822430,1126.2429906542,1720.5158878505,2846.7588785047,2174.5823041536,0.0038993101
2395.3271028037,718.5981308411,1293.4766355140,2012.0747663551,2227.7134685691,0.0039004409
2394.3925233645,806.9102803738,1877.2037383178,2684.1140186916,2571.7470874204,0.0039020685
2393.4579439252,1141.6794392523,1936.3074766355,3077.9869158879,2454.6851401928,0.0039038897
2392.5233644860,1059.8878504673,1593.4205607477,2653.3084112150,2609.8584480409,0.0039055111
2391.5887850467,1069.0401869159,1977.8439252336,3046.8841121495,2223.7694322630,0.0039072220
2390.6542056075,793.6971962617,1386.5794392523,2180.2766355140,2370.9790605516,0.0039084885
2389.7196261682,998.9028037383,1213.9775700935,2212.8803738318,2402.8496477812,0.0039097831
2388.7850467290,790.6878504673,1414.1607476636,2204.8485981308,2400.7012971480,0.0039110724
2387.8504672897,783.2149532710,1712.0887850467,2495.3037383178,2261.3413311984,0.0039124861
2386.9158878505,725.6224299065,1217.3271028037,1942.9495327103,2173.7429613611,0.0039135640
2385.9813084112,782.6018691589,1374.3252336449,2156.9271028037,2271.2992166720,0.0039147888
